FileName,Sentence,Clean sentence,Lemmatized
doc3.txt,It allows us to say to the child who didn't have the foresight to choose the right parents or be born in the right suburb - pick yourself up by your bootstraps.,allows child foresight choose right parents born right suburb pick bootstraps,allow child foresight choose right parent bear right suburb pick bootstrap
doc3.txt,"It lets us say to the guy who worked twenty or thirty years in the factory and then watched his plant move out to Mexico or China - we're sorry, but you're on your own.",lets guy worked thirty years factory watched plant mexico china sorry,let guy work thirty year factory watch plant mexico china sorry
doc3.txt,It's a bracing idea.,bracing idea,brace idea
doc3.txt,It's a tempting idea.,tempting idea,tempting idea
doc3.txt,And it's the easiest thing in the world.,easiest thing world,easy thing world
doc3.txt,But there's just one problem.,problem,problem
doc3.txt,It doesn't work.,work,work
doc3.txt,It ignores our history.,ignores history,ignore history
doc3.txt,"Yes, our greatness as a nation has depended on individual initiative, on a belief in the free market.",yes greatness nation depended individual initiative belief free market,yes greatness nation depend individual initiative belief free market
doc3.txt,"But it has also depended on our sense of mutual regard for each other, of mutual responsibility.",depended sense mutual regard mutual responsibility,depend sense mutual regard mutual responsibility
doc3.txt,"The idea that everybody has a stake in the country, that we're all in it together and everybody's got a shot at opportunity.",idea everybody stake country everybody shot opportunity,idea everybody stake country everybody shot opportunity
doc3.txt,Americans know this.,americans know,american know
doc3.txt,We know that government can't solve all our problems - and we don't want it to.,know government solve problems want,know government solve problem want
doc3.txt,But we also know that there are some things we can't do on our own.,know things,know thing
doc3.txt,We know that there are some things we do better together.,know things,know thing
doc3.txt,"We know that we've been called in churches and mosques, synagogues and Sunday schools to love our neighbors as ourselves; to be our brother's keeper; to be our sister's keeper.",know churches mosques synagogues sunday schools love neighbors brother keeper sister keeper,know church mosque synagogue sunday school love neighbor brother keeper sister keeper
